,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
3109,4102,90.55,2024-02-07 23:35:28 UTC,-38.811055519954785,-12.532650940056804,-51.70735132506254,-2.8867838606389107,3
2847,4103,23.49,2023-09-01 23:35:28 UTC,-71.24577780033295,-32.333087824163655,-59.75047109298886,-20.44127603184147,3
6513,4104,28.59,2024-02-24 23:35:28 UTC,-53.71030494260729,-0.5009383811962849,-46.787782078640056,-7.974586332976028,2
4617,4105,14.25,2023-11-11 23:35:28 UTC,-73.6897077776165,1.7142393596897136,-68.69172259255058,-10.864808953918999,2
4952,4106,23.61,2023-08-02 23:35:28 UTC,-62.83984184217539,-9.539890670950001,-71.7255293675253,-20.12993849054427,3
3763,4107,58.73,2023-11-28 23:35:28 UTC,-56.78000517421725,2.252204421699723,-68.43722461087424,-11.233982363919587,4
2640,4108,22.7,2024-05-05 23:35:28 UTC,-54.74599137910572,-22.563356144309825,-51.676285690610115,-14.442373391636867,4
8549,4109,30.74,2023-10-31 23:35:28 UTC,-60.54027341189301,-5.391067194953173,-58.42908074739293,-4.941767780973027,3
8457,4110,24.08,2023-09-04 23:35:28 UTC,-62.862334689385555,-11.624276950896455,-66.23426289024036,0.4100951376361692,3
4157,4111,11.05,2023-07-29 23:35:28 UTC,-38.68180093776217,-29.219358250182864,-40.90917277807791,-18.233092808734924,2
4017,4112,81.5,2024-02-14 23:35:28 UTC,-56.04700509989723,-6.311695285013975,-57.3491160237422,-11.828101832323966,4
1011,4113,59.6,2023-10-11 23:35:28 UTC,-43.852691425313,4.016783267464184,-48.101020854247245,-11.402173316898313,1
3781,4114,69.58,2023-07-06 23:35:28 UTC,-49.636129050212276,-5.2966425141873295,-48.799006688737634,-10.854975332260025,4
7839,4115,40.8,2023-11-13 23:35:28 UTC,-50.05701115452844,-32.382555487372166,-55.20983383520515,-17.981704998985826,1
5239,4116,82.31,2023-11-21 23:35:28 UTC,-37.112502033834275,-27.608491155364266,-44.82134698639804,-27.199376267880297,1
2801,4117,11.58,2024-07-02 23:35:28 UTC,-68.48912412794459,2.9455574171353263,-73.05303619474073,1.1917677079754156,4
3191,4118,27.01,2024-01-17 23:35:28 UTC,-50.2607954883035,-26.275388720651947,-51.1615824781196,-26.768156438150946,2
2085,4119,62.07,2023-12-02 23:35:28 UTC,-52.16235382709416,-8.859449959113611,-43.96903864770738,-3.4857288479853104,1
8055,4120,24.2,2023-09-23 23:35:28 UTC,-55.22438424658958,-7.3061122604243245,-60.77497212448727,3.392182748330235,4
4905,4121,68.23,2023-12-08 23:35:28 UTC,-41.35146679830478,-32.30712736572996,-57.99115382794627,-29.781287237116217,4
4221,4122,74.12,2023-07-13 23:35:28 UTC,-58.670876312731686,3.537437672188098,-63.01543687781181,-0.008233534825393463,3
3510,4123,17.37,2024-04-27 23:35:28 UTC,-37.31514752781059,-29.38570022014858,-35.10865605684385,-27.09725363508834,1
3697,4124,69.31,2023-08-29 23:35:28 UTC,-51.42435600722491,-16.405853036313303,-51.88005593205739,-27.074465811805624,3
5406,4125,51.77,2023-10-02 23:35:28 UTC,-55.99885630300221,-1.025536443943139,-66.87608021382555,0.7848600703977269,1
3709,4126,33.41,2023-11-10 23:35:28 UTC,-41.08427821058251,-24.235988469935982,-41.85971018607779,-30.86655767175492,1
2506,4127,94.35,2023-12-22 23:35:28 UTC,-49.15122857191797,-9.489768455568,-50.58976909855195,3.8407247106485727,2
2117,4128,88.73,2024-05-20 23:35:28 UTC,-45.10504372635927,-14.360757486283397,-60.70891026991189,-12.241579756328704,4
8158,4129,82.68,2023-11-15 23:35:28 UTC,-55.449076374417466,-28.82685872834441,-62.3567520831828,-22.630310717634778,1
1751,4130,18.33,2024-02-13 23:35:28 UTC,-53.16873018644831,-5.056063202811629,-40.67322453654598,-2.4580129025019346,1
9104,4131,45.48,2023-10-19 23:35:28 UTC,-62.10820889376154,-20.818475882336806,-49.22363490687371,-9.58716856537011,3
6603,4132,61.07,2024-05-10 23:35:28 UTC,-53.87844131458367,-31.667086411664485,-53.1436109041175,-26.03483367544412,1
8416,4133,87.54,2024-03-13 23:35:28 UTC,-47.16669933746198,-8.92250114363691,-45.098767947732185,-26.10585049224834,4
1832,4134,69.6,2023-10-16 23:35:28 UTC,-68.6281875812667,1.9227659334011946,-72.37042815169754,-11.679270695176221,1
2648,4135,60.41,2024-04-04 23:35:28 UTC,-59.17672170684206,-22.387152546386595,-52.95609963240018,-26.257668241205188,4
4942,4136,34.05,2023-09-02 23:35:28 UTC,-61.406488544647054,-9.564823073251638,-64.7516984524957,-0.9186960755272935,2
9312,4137,33.76,2024-05-06 23:35:28 UTC,-68.93446937295062,-24.509371791594052,-72.54660782829667,-31.681280444772284,4
4611,4138,96.36,2023-12-02 23:35:28 UTC,-38.20895829365663,-14.168051351302353,-42.433466953810665,-20.91788060427472,3
5447,4139,14.78,2023-11-11 23:35:28 UTC,-54.77101611492803,-7.2733710887951375,-53.242116506350186,-22.849794869836874,2
5064,4140,11.04,2023-12-07 23:35:28 UTC,-60.9139847451595,-17.71683730052841,-60.659389482443046,-19.972373331994937,1
6908,4141,55.1,2024-01-29 23:35:28 UTC,-42.184756056002726,4.963378544912153,-37.83473365209981,-4.4880980746499475,4
5228,4142,12.95,2023-11-23 23:35:28 UTC,-73.28026105727967,1.8521268309920345,-66.89019075164293,3.6352176370050486,4
7106,4143,52.0,2024-01-07 23:35:28 UTC,-69.59709086218558,2.1993201083452405,-62.85469441096088,-9.775103503323866,2
6444,4144,58.16,2023-10-31 23:35:28 UTC,-35.243302770760465,-19.871987055464793,-36.688022544785845,-15.483287608735036,1
5456,4145,92.31,2024-05-27 23:35:28 UTC,-43.17913278952737,-13.358265666421794,-58.04758583875106,-9.38617827712244,3
5111,4146,52.98,2023-07-19 23:35:28 UTC,-60.88553404307079,-3.329824222233288,-67.26432096735714,-18.042345410279264,3
6484,4147,71.81,2024-04-25 23:35:28 UTC,-42.08915867486125,-12.697263879680534,-41.375737788456306,-28.17959595475624,1
8599,4148,82.57,2024-04-07 23:35:28 UTC,-67.3205531801965,-25.379667687202968,-52.69013248549841,-29.91432357708515,3
6465,4149,72.85,2024-06-23 23:35:28 UTC,-68.83946782102517,-22.596079214957555,-67.57288972833756,-32.26125000844067,3
3724,4150,46.16,2023-07-21 23:35:28 UTC,-73.26202324997203,-24.039165237313263,-66.81602907862357,-10.863979731034465,4
4369,4151,13.61,2024-01-21 23:35:28 UTC,-72.05937224847513,-9.620854140321413,-63.7352000900472,-3.5812517162964106,4
6271,4152,20.25,2023-10-29 23:35:28 UTC,-60.438862192279345,-30.72735285169865,-70.48244272296931,-28.53937583006881,4
7433,4153,98.74,2023-09-17 23:35:28 UTC,-68.81394008527327,4.1767599291206565,-67.12362985587818,-5.273288528889115,1
8397,4154,10.1,2023-08-14 23:35:28 UTC,-52.21959340894741,-12.736090411627671,-48.49044911812115,-28.247757569662504,2
7294,4155,14.17,2024-03-02 23:35:28 UTC,-57.59225868692629,2.5150995838944894,-73.51568121131244,3.54011839249047,2
9408,4156,90.75,2024-04-21 23:35:28 UTC,-69.21089114995576,-27.35455616230444,-52.19128190089678,-22.95696854857149,1
9217,4157,19.7,2023-12-04 23:35:28 UTC,-46.22101206775258,-1.5607861573503214,-55.50993832099188,-9.281132569996469,1
4384,4158,44.46,2024-06-14 23:35:28 UTC,-55.573315188468634,-8.453616708280148,-54.22164084915552,1.5253309122520307,1
5979,4159,27.49,2023-08-19 23:35:28 UTC,-45.531550130052864,-31.968185972992863,-61.12942393449897,-31.156842639379178,3
1729,4160,23.89,2024-07-02 23:35:28 UTC,-57.242710067970094,-12.639255841418397,-64.12921183422333,-16.900389244631626,1
1257,4161,52.88,2024-02-16 23:35:28 UTC,-70.30423086732645,3.7707462821520252,-58.31278438428274,-3.912630491853175,3
1160,4162,72.85,2023-10-07 23:35:28 UTC,-63.93110383724768,2.8185171936506066,-56.42430902704238,-5.55062439882235,1
9111,4163,14.29,2024-05-12 23:35:28 UTC,-65.93257852658937,-33.02587967277344,-53.423500146763004,-26.955083373566705,2
1857,4164,96.74,2023-09-04 23:35:28 UTC,-56.990645580176306,-12.636167771682153,-58.13199647702944,-18.934045867539417,2
5116,4165,16.54,2024-06-18 23:35:28 UTC,-48.592287284353205,-29.111944888086125,-50.11287912445408,-22.656425186672667,1
3682,4166,38.13,2024-04-08 23:35:28 UTC,-44.729930455770045,-5.560345497673996,-47.752161603655196,-14.409960182964241,1
9612,4167,80.98,2023-10-05 23:35:28 UTC,-57.430560793517046,-16.373541594614277,-72.90480824413697,-7.195761608318506,4
3537,4168,99.73,2023-12-04 23:35:28 UTC,-57.30801146625399,-4.968610808337701,-59.48570329880859,-13.384193842698163,3
9375,4169,32.18,2024-03-30 23:35:28 UTC,-61.87784730945606,-3.0408640726826235,-63.27491975868836,1.7976972585884852,2
3381,4170,28.91,2024-03-22 23:35:28 UTC,-47.21384715476924,4.463533679153386,-45.66174734422157,-13.210171059500794,1
8933,4171,14.67,2023-09-26 23:35:28 UTC,-61.63870663753711,-33.490808711676884,-44.31141020090732,-29.227289774970533,3
9560,4172,21.3,2023-07-18 23:35:28 UTC,-49.3729058173929,-20.015593095594163,-55.83417880081514,-22.033589441684008,3
3782,4173,97.92,2023-07-23 23:35:28 UTC,-52.43800112110573,-28.941286257418763,-64.85865030690705,-26.187540370027552,2
3564,4174,21.49,2023-11-25 23:35:28 UTC,-41.05267787257297,-6.610380738192383,-42.45664799254231,-23.723894428896983,2
7487,4175,19.55,2023-08-13 23:35:28 UTC,-58.57968346917324,-20.707446870698497,-61.844341108698046,-19.666013694060222,3
6748,4176,85.02,2024-04-30 23:35:28 UTC,-35.67614817681896,4.888355139541446,-37.156557333040325,2.4667876684447663,4
8232,4177,62.93,2024-06-16 23:35:28 UTC,-41.55601880648734,-27.99035467964682,-37.3046665088213,-29.160186459217638,1
9691,4178,10.69,2024-06-21 23:35:28 UTC,-48.89941494557483,-3.218595041500489,-35.47983960320456,-2.946393784247018,4
6733,4179,54.57,2023-10-22 23:35:28 UTC,-73.27362221807921,-10.980535891895194,-61.01931783263597,-10.195085134205282,4
8233,4180,46.99,2023-07-25 23:35:28 UTC,-69.63230028186582,-3.6796462701890924,-72.90434595945469,4.8491561342094585,1
3397,4181,67.49,2023-10-12 23:35:28 UTC,-36.820471665010906,-31.681645626169313,-39.887592651563935,-20.30941491267491,4
5049,4182,65.51,2024-03-08 23:35:28 UTC,-66.78493513718067,-26.17669212979952,-67.97644878695141,-18.54037504963579,3
1650,4183,10.06,2023-07-23 23:35:28 UTC,-38.19285645651694,-32.84701085211867,-50.98138176949438,-23.692828334219858,1
8866,4184,64.04,2024-05-10 23:35:28 UTC,-71.52211869892325,-28.643408744243033,-58.233651185851244,-30.110343244707753,2
1623,4185,22.7,2023-08-12 23:35:28 UTC,-36.8458922927947,-22.48887751653119,-41.62569851693776,-6.422865760970392,1
1073,4186,71.76,2023-12-16 23:35:28 UTC,-59.0772044750536,-9.627480619845276,-50.39564540262605,-15.49881823367338,1
2337,4187,30.87,2024-02-06 23:35:28 UTC,-46.93551821086567,-19.822126253025267,-46.90416572346592,-27.9707153883664,2
3864,4188,28.29,2024-01-16 23:35:28 UTC,-72.70566545134699,-5.467384919243823,-65.88219070790248,-19.640296828909207,2
3016,4189,75.02,2023-09-03 23:35:28 UTC,-58.75384412731189,-28.100526681462373,-45.76150038979951,-25.637453377282057,4
5577,4190,85.81,2024-04-07 23:35:28 UTC,-53.00757947580251,-10.112706412733687,-55.04239992663963,-2.3484644123437697,4
4822,4191,40.81,2023-12-06 23:35:28 UTC,-46.08222057658267,1.4567450711238905,-59.55057964757821,-5.943292856927908,2
2644,4192,89.34,2023-12-13 23:35:28 UTC,-38.58725540827365,-7.466279273193496,-48.526109010870485,0.09128734658211357,1
1544,4193,85.29,2024-01-26 23:35:28 UTC,-63.828251011681786,1.7259919032074222,-53.54508762887989,-10.691446492701075,2
5106,4194,57.44,2023-08-29 23:35:28 UTC,-67.23364400128587,-15.939137582355425,-73.68254294756595,-11.225018098765993,1
7453,4195,86.79,2024-06-25 23:35:28 UTC,-46.14397768947339,-10.451280152365964,-40.67590669721031,-23.438183161414365,3
8581,4196,90.39,2024-01-31 23:35:28 UTC,-35.19947137129507,-12.065515333405386,-42.671734042663196,-16.747951611439053,3
2098,4197,39.2,2024-03-14 23:35:28 UTC,-50.65736070866198,-16.17143362689885,-43.514333272048916,-32.455288085627245,2
4114,4198,99.04,2024-03-18 23:35:28 UTC,-59.05101547758988,-11.960659577310409,-72.83145114400058,-22.36107865003553,2
1805,4199,60.18,2023-10-10 23:35:28 UTC,-40.8036171699363,-14.90642713312672,-44.2143184119211,-3.6345533473482092,1
3858,4200,10.87,2023-08-17 23:35:28 UTC,-62.07035030774479,-16.31036751816229,-68.98362174107076,-11.642596931205425,3
7246,4201,31.18,2023-08-03 23:35:28 UTC,-57.76878368936876,-4.745185690846494,-71.54866399084021,-1.42243532208267,2
4001,4202,61.26,2023-09-04 23:35:28 UTC,-36.90610327477592,1.8904166481833116,-41.95854604618834,-0.3064967046820115,3
8456,4203,72.98,2024-04-13 23:35:28 UTC,-48.61104985740943,-7.199700878445377,-49.11816494531375,2.3038533191661656,3
5491,4204,21.53,2024-03-01 23:35:28 UTC,-57.978424319482954,-5.503986030008612,-51.4366441608934,-7.456135422478873,3
4475,4205,32.69,2023-12-07 23:35:28 UTC,-34.92450106458218,-8.274668576344425,-41.30249096362494,-11.20181419824771,1
9621,4206,74.42,2024-01-01 23:35:28 UTC,-43.704352176175696,-10.572876429247692,-49.36527028564795,-19.20753490336488,3
9543,4207,64.81,2023-12-25 23:35:28 UTC,-44.519407701143265,2.5220091129213245,-35.714067706607544,5.267400324707509,1
2820,4208,44.24,2024-03-29 23:35:28 UTC,-55.98012710587889,-33.01986649976752,-56.31664930914007,-25.55287542316187,3
5564,4209,38.22,2023-11-21 23:35:28 UTC,-34.80123800000475,5.090383146160477,-51.532190974975876,2.631110465564774,4
8727,4210,43.72,2024-04-04 23:35:28 UTC,-46.872957367935456,-2.0335941791681407,-62.041516933383676,2.5490502136134694,1
7596,4211,60.52,2023-08-27 23:35:28 UTC,-59.27202989551082,-31.07190017290043,-69.90175727472152,-23.021079218235606,2
2466,4212,30.31,2024-05-24 23:35:28 UTC,-59.39207246167754,-0.7761745357206848,-68.75702492222996,-1.05914194762466,2
7775,4213,58.09,2023-07-09 23:35:28 UTC,-37.95871149314229,-27.885608113723343,-40.810519720731264,-15.895280982117985,1
3181,4214,87.52,2024-05-04 23:35:28 UTC,-42.00110514929666,0.31177844844932423,-42.04073907472777,-10.046390843983719,2
2470,4215,41.34,2024-06-15 23:35:28 UTC,-57.25353741898705,-22.867884898134186,-68.21281828404088,-29.365959323663446,4
2221,4216,37.22,2024-03-22 23:35:28 UTC,-38.65081087694812,-1.3063109586681492,-40.466124339138005,1.374699708841156,2
3406,4217,60.51,2023-08-03 23:35:28 UTC,-35.902447978003295,-27.96176991850195,-42.08188861459662,-24.78952642328788,2
3458,4218,24.94,2024-06-25 23:35:28 UTC,-34.99770611521544,-28.587164572812416,-46.227444607611766,-30.73942928936473,4
9778,4219,69.34,2023-11-14 23:35:28 UTC,-44.68291325189341,-19.638538323746157,-47.412607225682095,-4.883556694788997,1
3422,4220,79.13,2024-05-19 23:35:28 UTC,-53.87908182709955,-24.043018587679327,-63.53477457293094,-20.21740249385541,1
1924,4221,71.69,2024-01-27 23:35:28 UTC,-62.22852301603498,-12.161009258744102,-65.69679378577342,2.2568651466726593,4
5576,4222,19.13,2023-08-13 23:35:28 UTC,-49.792839132481134,-7.124505326839255,-59.141158489507376,-8.654043742628033,1
7773,4223,28.02,2024-02-19 23:35:28 UTC,-66.45289761581206,-24.09719570662576,-68.58409119678669,-28.79988618948836,1
8400,4224,75.24,2023-08-14 23:35:28 UTC,-65.44825968474443,4.687996303989351,-67.91717294590644,-3.2276712947213966,1
7625,4225,19.79,2024-01-21 23:35:28 UTC,-53.30792286806965,4.951650180452525,-45.01627393741806,-5.965160156993491,4
8937,4226,91.41,2023-11-28 23:35:28 UTC,-66.61328922783431,-31.14541886230347,-61.9985990055978,-26.15767082511109,1
9822,4227,19.47,2023-07-20 23:35:28 UTC,-69.74962007022525,-3.0692741108506816,-70.03113957495222,-4.836947683594989,4
4314,4228,81.93,2023-10-08 23:35:28 UTC,-52.095803101000634,5.073495066462641,-38.16205292652791,3.080909961986386,4
1045,4229,17.34,2023-09-28 23:35:28 UTC,-44.34411303618337,3.4799932029474405,-48.023180490048574,0.6731006670117026,3
6420,4230,33.89,2024-03-01 23:35:28 UTC,-68.36411034756935,-29.823457928142613,-61.60628390422106,-21.239109852412817,4
5507,4231,17.47,2023-08-14 23:35:28 UTC,-55.33219693946789,-16.514173279344394,-65.46851117416396,-21.245701218037418,1
9161,4232,32.34,2023-09-18 23:35:28 UTC,-44.34778454224151,-28.236561342245658,-42.985085732177026,-27.27420129090478,3
1362,4233,13.2,2024-06-06 23:35:28 UTC,-57.156355635943044,0.11117451067087103,-54.36172275010465,-2.634612753117622,1
5074,4234,96.25,2024-01-11 23:35:28 UTC,-47.32202917320653,5.24362748257839,-39.175332214223566,-1.739296519999808,1
9326,4235,10.9,2024-02-20 23:35:28 UTC,-70.44571983545747,-23.37080303430916,-66.17742244504322,-20.531014553179027,1
6627,4236,11.67,2024-01-01 23:35:28 UTC,-62.70883799310931,-8.039819745468833,-71.18888914131502,-20.911095185805223,3
6951,4237,84.65,2023-12-17 23:35:28 UTC,-47.04185617960428,2.427850641118937,-36.72384538538147,2.531043983545402,1
4923,4238,84.94,2024-03-17 23:35:28 UTC,-45.300638342644426,-28.362903746200153,-48.285497651168384,-25.615946173335562,3
2929,4239,71.04,2023-08-29 23:35:28 UTC,-44.03531793339972,5.144429476280116,-44.7979405579359,-4.811240753096172,1
3540,4240,47.1,2023-12-02 23:35:28 UTC,-50.01546722242583,-3.648675604436715,-42.825176045324255,-16.8259777001219,1
8910,4241,82.45,2023-07-16 23:35:28 UTC,-41.732821729669844,-21.421004958127213,-54.194173859750215,-23.593121626240148,4
5428,4242,42.4,2024-01-07 23:35:28 UTC,-53.19235157615215,-16.656897231069987,-59.792265832070925,-25.00731519509987,4
2624,4243,22.69,2024-02-21 23:35:28 UTC,-67.1540675941135,-4.629992732915277,-65.96075261408818,-2.6841419398878443,4
2902,4244,27.55,2023-10-06 23:35:28 UTC,-42.12114223722482,-24.413964478183566,-48.638546037287085,-13.4047709961682,1
4199,4245,55.06,2023-11-15 23:35:28 UTC,-67.89017082972026,-1.930011210600739,-72.06955024936279,-1.8477050962605652,1
7142,4246,20.84,2024-01-26 23:35:28 UTC,-47.127307361553974,-3.256566710712381,-44.4733563773991,2.581319498251929,4
9921,4247,94.2,2024-04-26 23:35:28 UTC,-48.467069191608786,1.2163846315690066,-54.16879801773079,-14.969426136847066,2
1551,4248,81.08,2024-06-28 23:35:28 UTC,-46.923842722836,3.2289176300606925,-49.20500534774891,0.40844730910199445,4
5665,4249,38.28,2024-03-18 23:35:28 UTC,-51.59037058776143,-12.237081350863413,-47.734670638327465,2.5377579725415345,3
7531,4250,31.29,2024-04-04 23:35:28 UTC,-37.8085493029553,-24.46627684343713,-53.395703176537936,-23.78749154665413,3
8145,4251,52.37,2024-05-22 23:35:28 UTC,-36.65083130613774,-19.285110092550024,-51.766292602087354,-13.616745204984547,4
8543,4252,74.31,2024-01-04 23:35:28 UTC,-54.9500905957985,2.764475274243665,-70.55591314081835,4.651102222691556,1
3738,4253,15.49,2024-02-12 23:35:28 UTC,-53.38876276864325,-33.06610897880958,-47.99155527304515,-19.37186705871541,3
8146,4254,70.06,2024-04-24 23:35:28 UTC,-58.73364413984133,-28.7381449341376,-45.28318161815619,-17.04142034218303,2
6332,4255,32.58,2024-05-07 23:35:28 UTC,-47.687742563026546,-12.180240706138044,-53.97573851704029,-27.921940727842188,3
8864,4256,99.72,2023-08-07 23:35:28 UTC,-56.114436854660795,-33.40350067589432,-47.149476442576436,-30.136406573768017,1
2170,4257,18.48,2023-11-15 23:35:28 UTC,-49.774164232996455,0.035996991527063926,-55.43494682969421,-10.580449796323766,2
3875,4258,57.33,2023-12-15 23:35:28 UTC,-68.78485490027477,-13.403006052918627,-56.19839961016582,-22.359640551579712,3
5736,4259,41.0,2023-07-10 23:35:28 UTC,-72.54111348392128,-18.784913667232225,-58.3744476768434,-26.943148934541654,4
9797,4260,94.81,2024-06-11 23:35:28 UTC,-72.64660797930928,5.268898154675455,-56.155657233454676,0.6997660226412421,2
8534,4261,43.61,2023-10-04 23:35:28 UTC,-37.41127620603256,-29.3688771717014,-35.59284671769723,-32.74946719396252,1
8144,4262,36.04,2023-08-21 23:35:28 UTC,-39.6400880717148,-29.988064708167826,-35.884294802856914,-22.584866642672768,3
8542,4263,89.38,2023-11-10 23:35:28 UTC,-34.91006892413511,-20.305488444295026,-40.084023871711004,-5.743495524025114,3
5786,4264,48.96,2024-03-16 23:35:28 UTC,-65.11265109244566,-7.056603875362878,-50.088981135915816,2.423836935964175,3
7834,4265,46.32,2023-12-19 23:35:28 UTC,-48.391101017202,-10.72622515756684,-59.80193080985311,-20.561786539278835,2
1536,4266,54.26,2023-07-11 23:35:28 UTC,-38.72808818565949,-21.059852238184448,-48.86153918488576,-31.77437485217531,2
9383,4267,50.26,2024-04-28 23:35:28 UTC,-70.60598871823122,-10.341640446422943,-63.92162945634052,-12.599377653515315,3
1888,4268,14.56,2024-02-14 23:35:28 UTC,-53.37316019422329,3.707164791102649,-52.03943366646425,-8.634412572295194,4
1611,4269,49.71,2024-04-18 23:35:28 UTC,-48.72825620183484,-0.8327207429973171,-45.38919237807944,4.657685470199397,3
5648,4270,25.83,2024-01-27 23:35:28 UTC,-69.19333518540621,4.578752978694503,-73.54068512808665,2.605782087883341,4
5106,4271,35.4,2023-10-17 23:35:28 UTC,-36.178343843904926,-26.28979789066985,-35.28977121214978,-11.975779967339271,3
4565,4272,33.33,2023-07-25 23:35:28 UTC,-49.92171062317125,-32.774289196890564,-66.34966454175634,-28.64736241721068,2
4965,4273,54.46,2024-03-26 23:35:28 UTC,-55.918308472656,-3.635919318015201,-52.42163902366201,-1.1620480780484712,3
5280,4274,45.38,2023-10-12 23:35:28 UTC,-37.944320942681436,-27.21091060300682,-55.03520393088721,-31.182615513060032,2
6160,4275,26.36,2023-11-09 23:35:28 UTC,-47.998335981446445,-23.30061945920473,-46.31120537447936,-20.41117454526639,1
6637,4276,40.62,2024-02-16 23:35:28 UTC,-38.94257833163931,-3.5988451593917645,-44.322775213715204,4.965548134679985,3
5710,4277,34.88,2023-10-04 23:35:28 UTC,-40.66501958031035,-0.31737581464074793,-51.51378475702758,-3.272424666076553,4
8831,4278,60.29,2024-01-24 23:35:28 UTC,-51.886316873546036,5.114430682593884,-60.33228437237733,-5.155203382222247,2
5337,4279,53.09,2024-05-21 23:35:28 UTC,-72.14250486802447,-27.020237543008577,-68.43020669690975,-10.025314987560993,4
3069,4280,59.6,2023-07-11 23:35:28 UTC,-39.731752922230235,-17.413981049040846,-49.99206559302074,-28.395084494861386,4
5334,4281,99.31,2023-09-04 23:35:28 UTC,-35.328160951766485,-33.467125547202166,-47.88667146245977,-29.418511597947173,4
2652,4282,97.16,2023-09-10 23:35:28 UTC,-59.44820795621028,-25.736311441049956,-70.53236589394976,-27.50444734011584,2
5458,4283,96.53,2024-04-05 23:35:28 UTC,-69.51776351304649,0.3703694205401078,-67.3948916382202,-12.942260816391421,4
6294,4284,69.02,2024-02-04 23:35:28 UTC,-47.19965827127248,-14.648207360352718,-55.4917489048249,-26.30258860598049,1
8790,4285,53.94,2023-10-06 23:35:28 UTC,-71.57123243350743,-17.323854438809267,-62.881787201807555,-3.793265818110484,2
8535,4286,29.23,2023-07-23 23:35:28 UTC,-45.58685124091406,-31.43233662646533,-44.93821812471714,-22.863548818558094,1
7131,4287,12.71,2024-04-18 23:35:28 UTC,-65.55075719267293,-11.875653566509282,-59.13647662483366,2.9430274495528295,2
3123,4288,13.58,2024-03-14 23:35:28 UTC,-71.03269855771406,4.566288015191489,-58.70613288630178,-0.1636251851330286,3
1044,4289,25.88,2023-11-24 23:35:28 UTC,-64.96700929945187,-3.320343311587582,-56.306016271452236,-15.843314557566892,1
6078,4290,11.34,2024-04-10 23:35:28 UTC,-62.133937988695365,2.955138871221372,-60.97190558926973,-13.68873717521609,2
4912,4291,10.66,2023-08-24 23:35:28 UTC,-71.69685308355727,-25.60110276784169,-65.12846851345806,-9.23603733531072,2
8557,4292,16.02,2023-07-22 23:35:28 UTC,-42.25600764616075,-6.380617039075329,-39.30071964468236,1.9173416243574266,3
4245,4293,70.22,2023-07-23 23:35:28 UTC,-52.41435220089038,1.8634771660787592,-65.61056691749204,-3.7916794236976266,2
5159,4294,61.22,2023-08-04 23:35:28 UTC,-52.5015750871383,-25.337563834441276,-65.21205814217136,-20.53459605664306,3
1749,4295,84.02,2023-10-08 23:35:28 UTC,-41.15157722521949,-24.02001288267421,-37.44591375240615,-6.90131636868194,1
6352,4296,25.95,2023-10-25 23:35:28 UTC,-70.22968979300929,-0.2157307566422162,-66.30532992930199,1.4740462383501978,2
2211,4297,21.06,2023-08-31 23:35:28 UTC,-46.68575971889546,-11.54605004384679,-40.210256949004005,-16.14462218815883,1
1704,4298,19.49,2023-09-15 23:35:28 UTC,-54.99900430363754,-10.148241716424884,-66.84798355314544,-21.30288833461777,3
5008,4299,15.14,2024-06-27 23:35:28 UTC,-62.43174449293223,-28.310251069305387,-53.96057093703795,-24.311385345948647,2
9816,4300,23.43,2023-10-30 23:35:28 UTC,-67.86554794498838,-8.248191458840928,-53.068136738821934,-5.61740298674032,1
7013,4301,42.35,2023-11-09 23:35:28 UTC,-45.07019175532346,-11.352950492207373,-56.43667689126366,-6.374130643164474,1
6686,4302,48.17,2023-12-02 23:35:28 UTC,-70.50075386673512,-24.852236914381336,-59.067098662822644,-12.382673815660038,4
8756,4303,45.14,2024-03-17 23:35:28 UTC,-64.53272906562208,-1.8690050495219808,-67.79231501750176,-3.3104674787981416,2
5154,4304,51.74,2023-08-24 23:35:28 UTC,-35.33150570675018,-28.280838507574185,-50.92114388289119,-29.12431145188501,1
2297,4305,92.22,2023-12-22 23:35:28 UTC,-35.45978304297428,-24.426372496982978,-44.146233659107466,-22.33105717760335,2
3826,4306,72.4,2023-09-17 23:35:28 UTC,-73.5705375338897,-1.7316793261250822,-68.39643095163441,-0.020765119698666012,1
9236,4307,87.97,2024-02-10 23:35:28 UTC,-41.587371763809664,-0.6412343337905995,-39.8911403139461,-15.114482395666599,2
3849,4308,98.5,2024-03-15 23:35:28 UTC,-45.27122226708442,-22.205057579117188,-45.87224279299838,-31.61054317677712,4
1232,4309,18.11,2023-11-11 23:35:28 UTC,-40.22190454367419,-17.34440848644413,-46.973449637247256,-5.184666661112889,2
2577,4310,91.98,2024-06-01 23:35:28 UTC,-38.26668085839576,-14.600884720338211,-35.38133421632705,-10.851712931462547,1
5870,4311,85.72,2023-08-09 23:35:28 UTC,-55.49759696739901,-14.824889816063,-60.6682730510519,-11.283258263925383,3
4332,4312,54.67,2023-12-20 23:35:28 UTC,-65.07966380300947,1.4561576884279717,-69.29137749224748,-12.466700065169952,4
5163,4313,89.61,2023-07-16 23:35:28 UTC,-51.379467074502884,-1.4773467858828582,-47.564478193618754,0.6550634714857679,3
3260,4314,71.31,2023-09-26 23:35:28 UTC,-68.82807030169806,-15.271019264983995,-51.250304735961045,-17.293075105654786,2
4690,4315,83.17,2024-03-22 23:35:28 UTC,-45.740199134884975,-17.1810073753576,-56.25173099701415,-6.285798156654494,2
